backbone,seed,arm,checkpoint_index,step,era_index,era_name,is_transition,steps_since_transition,leg_ordinal,loss,alignment,alignment_proj,cka_drift,cka_drift_proj,cosine_drift,cosine_drift_proj,knn_acc,linear_acc,mean_feature_var,mean_feature_var_proj,offdiag_cov,offdiag_cov_proj,rankme,rankme_proj,uniformity,uniformity_proj
je,1,live,2,2,1,regime1,True,0,0,0.0219879187643528,0.031564757227897644,0.10398190468549728,0.001867532730102539,0.055274903774261475,0.027302861213684082,0.5216999053955078,1.0,1.0,0.0007794262492097914,0.001181470463052392,5.3553048928733915e-06,1.8253473172080703e-05,12.418078422546387,15.364152908325195,-0.2957819104194641,-0.5870931148529053
je,1,live,3,3,1,regime1,False,1,1,-5.5132899433374405e-05,0.03160995617508888,0.10276412963867188,0.0035595297813415527,0.07847356796264648,0.045536577701568604,0.7062146067619324,1.0,1.0,0.0007582214311696589,0.0011142224539071321,5.0453490985091776e-06,1.5599782273056917e-05,12.275177001953125,15.170709609985352,-0.2878135144710541,-0.5550736784934998
je,1,live,4,4,2,regime2,True,0,0,0.008136563003063202,0.03176361322402954,0.09999654442071915,0.005527496337890625,0.10091787576675415,0.06712710857391357,0.805290162563324,1.0,1.0,0.0007373900152742863,0.0011449469020590186,4.707334028353216e-06,1.698917185422033e-05,12.141185760498047,15.247699737548828,-0.2800220847129822,-0.5691049098968506
je,1,live,5,5,2,regime2,False,1,1,-0.009759913198649883,0.031479619443416595,0.10509812086820602,0.007451295852661133,0.1178135871887207,0.09077394008636475,0.8624914288520813,1.0,1.0,0.0007085527759045362,0.0012389678740873933,4.267248641554033e-06,1.9617647922132164e-05,11.957971572875977,15.651719093322754,-0.2692354619503021,-0.6150310039520264
je,1,live,6,6,3,regime3,True,0,0,0.006364754401147366,0.031135885044932365,0.12121708691120148,0.009522974491119385,0.1325688362121582,0.10980349779129028,0.8930739760398865,1.0,1.0,0.0006865428877063096,0.001430523581802845,3.948528501496185e-06,2.496354682079982e-05,11.807353973388672,16.447893142700195,-0.2609812915325165,-0.7086331248283386
je,1,live,7,7,3,regime3,False,1,1,0.0018606390804052353,0.0311722531914711,0.14700381457805634,0.011560559272766113,0.14667737483978271,0.127017080783844,0.9171281456947327,1.0,1.0,0.0006739484961144626,0.0016984590329229832,3.7591662476188503e-06,3.33880670950748e-05,11.722018241882324,17.45002555847168,-0.25624796748161316,-0.8393530249595642
je,2,live,0,0,0,regime0,True,0,0,0.009420354850590229,0.03064326010644436,0.07730267941951752,0.0,0.0,0.0,0.0,1.0,1.0,0.0007500568754039705,0.0014162891311571002,5.33918091605301e-06,2.562983900133986e-05,11.985492706298828,15.88967227935791,-0.28433677554130554,-0.7016833424568176
je,2,live,1,1,0,regime0,False,1,1,0.006712228059768677,0.0303893331438303,0.06462413817644119,0.000992119312286377,0.03220975399017334,0.005974948406219482,0.22720080614089966,1.0,1.0,0.0007333222310990095,0.001115634455345571,5.218596925260499e-06,1.566100945638027e-05,11.814785957336426,14.777083396911621,-0.2779971957206726,-0.556578516960144
je,2,live,2,2,1,regime1,True,0,0,0.0124644935131073,0.030755361542105675,0.0594925731420517,0.002343893051147461,0.06012779474258423,0.016257822513580322,0.44753044843673706,1.0,1.0,0.0007307592895813286,0.0009082336910068989,5.231398972682655e-06,9.829220289248042e-06,11.751382827758789,13.946537017822266,-0.27698326110839844,-0.45607802271842957
je,2,live,3,3,1,regime1,False,1,1,-0.013322588987648487,0.031816545873880386,0.06720416992902756,0.0038653016090393066,0.08629286289215088,0.029826581478118896,0.5806488990783691,1.0,1.0,0.0007365154451690614,0.0009509206865914166,5.353711458155885e-06,1.0522488992137369e-05,11.747052192687988,14.180362701416016,-0.27907612919807434,-0.4771345257759094
je,2,live,4,4,2,regime2,True,0,0,0.01240905374288559,0.03254442289471626,0.07907945662736893,0.005672752857208252,0.1236603856086731,0.04611563682556152,0.6595469117164612,1.0,1.0,0.0007390195387415588,0.0010751110967248678,5.428575150290271e-06,1.3713106454815716e-05,11.721576690673828,14.773225784301758,-0.2799496054649353,-0.5367355346679688
je,2,live,5,5,2,regime2,False,1,1,0.016435083001852036,0.03330416604876518,0.10369856655597687,0.00784081220626831,0.1506410837173462,0.06735503673553467,0.7317230701446533,1.0,1.0,0.0007356346468441188,0.0012997142039239407,5.4138267842063215e-06,2.166764716093894e-05,11.661734580993652,15.558579444885254,-0.2786104381084442,-0.6429848074913025
je,2,live,6,6,3,regime3,True,0,0,0.008323883637785912,0.03389846533536911,0.13637730479240417,0.010531604290008545,0.16810572147369385,0.08687537908554077,0.7727174758911133,1.0,1.0,0.0007336540729738772,0.00162244844250381,5.465105914481683e-06,3.6616351280827075e-05,11.602883338928223,16.51421356201172,-0.27776384353637695,-0.7937259078025818
je,2,live,7,7,3,regime3,False,1,1,-0.003753294935449958,0.034142591059207916,0.1798938810825348,0.01298302412033081,0.16263914108276367,0.10848605632781982,0.8202266693115234,1.0,1.0,0.0007264570449478924,0.0020367803517729044,5.453350240713917e-06,5.9348771173972636e-05,11.511252403259277,17.594730377197266,-0.27495673298835754,-0.9839968085289001
